Time,Lambda_1,MP_Bound,Gamma,Nu_eff,Outlier_Count,Synthetic_Stress,d_Gamma,d_Stress
295,2.593908511995318,2.6649110640673523,-0.07100255207203432,0.5,0,0.8624974674645405,0.0008568736301919344,0.002278771945653957
296,2.615062573370137,2.6649110640673523,-0.0498484906972152,0.5,0,0.793085839793903,0.021154061374819122,-0.06941162767063747
297,2.623436573549423,2.6649110640673523,-0.0414744905179294,0.49999999999999994,0,0.6746324948020096,0.008374000179285801,-0.11845334499189342
298,2.608441496169749,2.6649110640673523,-0.05646956789760349,0.49999999999999994,0,0.8578163983175348,-0.014995077379674093,0.18318390351552516
299,2.5927137678092427,2.6649110640673523,-0.07219729625810967,0.5,0,0.8298086458721632,-0.015727728360506177,-0.02800775244537157
300,2.5925633172358644,2.6649110640673523,-0.07234774683148792,0.5000000000000001,0,0.7615782629558079,-0.00015045057337825796,-0.0682303829163553
301,2.5857892646143528,2.6649110640673523,-0.07912179945299957,0.49999999999999983,0,0.7856963729269902,-0.00677405262151165,0.024118109971182355
302,2.5742426976464197,2.6649110640673523,-0.09066836642093268,0.49999999999999994,0,0.7639998216082078,-0.011546566967933103,-0.021696551318782453
303,2.577900046459882,2.6649110640673523,-0.08701101760747054,0.5,0,0.7656783396511458,0.0036573488134621357,0.0016785180429380597
304,2.5829820735936933,2.6649110640673523,-0.08192899047365909,0.5000000000000001,0,0.8102680107647242,0.005082027133811451,0.044589671113578366
305,2.576807623904269,2.6649110640673523,-0.08810344016308314,0.5000000000000001,0,0.7841867379152282,-0.006174449689424044,-0.026081272849496018
306,2.568317493242672,2.6649110640673523,-0.09659357082468034,0.49999999999999994,0,0.9219926284550195,-0.008490130661597206,0.1378058905397913
307,2.5689798618591406,2.6649110640673523,-0.09593120220821172,0.5000000000000001,0,0.8071495202339967,0.0006623686164686227,-0.11484310822102284
308,2.56227753641813,2.6649110640673523,-0.10263352764922251,0.5000000000000001,0,0.7597583075733664,-0.006702325441010792,-0.04739121266063029
309,2.5613337718453484,2.6649110640673523,-0.10357729222200396,0.5000000000000001,0,0.8403625203685445,-0.000943764572781447,0.08060421279517815
310,2.5597302581399273,2.6649110640673523,-0.10518080592742507,0.49999999999999983,0,0.9222405672677667,-0.0016035137054211113,0.08187804689922218
311,2.540358504232175,2.6649110640673523,-0.12455255983517732,0.5000000000000001,0,0.7820446100841733,-0.019371753907752254,-0.14019595718359346
312,2.525943697394345,2.6649110640673523,-0.13896736667300713,0.5,0,0.7666961122786937,-0.014414806837829808,-0.015348497805479533
313,2.5256615222425207,2.6649110640673523,-0.13924954182483162,0.5000000000000001,0,0.7775100981443689,-0.00028217515182449304,0.010813985865675169
314,2.526487106963202,2.6649110640673523,-0.13842395710415056,0.49999999999999994,0,0.7606824770967434,0.0008255847206810607,-0.016827621047625474
315,2.5279821410647245,2.6649110640673523,-0.13692892300262782,0.5000000000000001,0,0.8467739196247996,0.0014950341015227409,0.08609144252805623
316,2.511522832431958,2.6649110640673523,-0.1533882316353945,0.5000000000000001,0,0.680791471686491,-0.016459308632766678,-0.16598244793830863
317,2.5122745644279676,2.6649110640673523,-0.15263649963938475,0.5000000000000001,0,0.7361994081644787,0.0007517319960097524,0.055407936477987696
318,2.5068705827941113,2.6649110640673523,-0.158040481273241,0.5000000000000001,0,0.8138161826195387,-0.005403981633856247,0.07761677445505999
319,2.509770075039464,2.6649110640673523,-0.1551409890278883,0.5000000000000001,0,0.8450451896531278,0.002899492245352686,0.031229007033589107
320,2.5079651506438774,2.6649110640673523,-0.15694591342347497,0.49999999999999994,0,0.8457907795664898,-0.00180492439558666,0.0007455899133620436
321,2.5156093126889862,2.6649110640673523,-0.1493017513783661,0.5000000000000001,0,0.8600871769207507,0.007644162045108871,0.014296397354260804
322,2.5104451463297366,2.6649110640673523,-0.15446591773761575,0.5000000000000001,0,0.8179287106428984,-0.005164166359249656,-0.04215846627785225
323,2.513560835287418,2.6649110640673523,-0.15135022877993443,0.49999999999999994,0,0.8614638588549158,0.0031156889576813285,0.04353514821201743
324,2.509252574839392,2.6649110640673523,-0.15565848922796022,0.5000000000000001,0,0.7736302233334006,-0.004308260448025791,-0.08783363552151524
325,2.517304027448637,2.6649110640673523,-0.14760703661871544,0.5000000000000001,0,0.8453290275837877,0.00805145260924478,0.0716988042503871
326,2.547968691157834,2.6649110640673523,-0.11694237290951826,0.49999999999999994,0,0.8435239301504329,0.030664663709197182,-0.0018050974333547742
327,2.5406914596503993,2.6649110640673523,-0.12421960441695301,0.49999999999999994,0,0.8648314726238582,-0.007277231507434756,0.021307542473425256
328,2.530110402448043,2.6649110640673523,-0.13480066161930937,0.49999999999999994,0,0.7925279047458907,-0.010581057202356359,-0.07230356787796743
329,2.515580030642153,2.6649110640673523,-0.14933103342519916,0.5000000000000001,0,0.8418979529754316,-0.014530371805889786,0.04937004822954083
330,2.528745199591082,2.6649110640673523,-0.13616586447627022,0.4999999999999998,0,0.8738667860643028,0.01316516894892894,0.03196883308887122
331,2.5046426648237903,2.6649110640673523,-0.16026839924356207,0.5,0,0.7689296892883939,-0.02410253476729185,-0.1049370967759089
332,2.5067443145963613,2.6649110640673523,-0.15816674947099107,0.5000000000000001,0,0.8202918039001506,0.0021016497725709904,0.05136211461175666
333,2.4879307600079628,2.6649110640673523,-0.17698030405938958,0.5,0,0.8464200592449511,-0.018813554588398507,0.026128255344800566
334,2.4983478404973427,2.6649110640673523,-0.16656322357000963,0.5000000000000001,0,0.7456471203606999,0.010417080489379948,-0.1007729388842512
335,2.4941964538332297,2.6649110640673523,-0.1707146102341226,0.5000000000000001,0,0.8020766574479588,-0.004151386664112966,0.05642953708725884
336,2.5166398019746357,2.6649110640673523,-0.14827126209271668,0.49999999999999994,0,1.007515081602548,0.022443348141405917,0.20543842415458924
337,2.515588316708955,2.6649110640673523,-0.14932274735839712,0.5000000000000001,0,0.889019541259271,-0.0010514852656804408,-0.11849554034327703
338,2.5363100671082766,2.6649110640673523,-0.1286009969590758,0.49999999999999994,0,0.8000207538515367,0.020721750399321337,-0.08899878740773426
339,2.5310148354479702,2.6649110640673523,-0.1338962286193821,0.5000000000000001,0,0.8236200534064316,-0.005295231660306321,0.023599299554894926
340,2.534255181462094,2.6649110640673523,-0.13065588260525818,0.5,0,0.872532346049601,0.0032403460141239293,0.04891229264316932
341,2.5307234878175375,2.6649110640673523,-0.1341875762498148,0.5,0,0.8067799253835632,-0.0035316936445566327,-0.0657524206660377
342,2.5344704186278246,2.6649110640673523,-0.1304406454395277,0.5,0,0.7415302245416336,0.003746930810287097,-0.0652497008419296
343,2.570358143954726,2.6649110640673523,-0.09455292011262628,0.5000000000000001,0,0.8077062539130597,0.03588772532690143,0.06617602937142608
344,2.5700967459104342,2.6649110640673523,-0.0948143181569181,0.5,0,0.8438948852979123,-0.00026139804429181623,0.03618863138485262
345,2.575594569037559,2.6649110640673523,-0.08931649502979333,0.5000000000000001,0,0.8809225402830498,0.005497823127124768,0.03702765498513749
346,2.56961660711623,2.6649110640673523,-0.09529445695112226,0.5,0,0.8834675882895351,-0.005977961921328934,0.002545048006485251
347,2.5678129494756714,2.6649110640673523,-0.09709811459168094,0.5,0,0.7715868705477783,-0.0018036576405586757,-0.11188071774175679
348,2.5606129567663896,2.6649110640673523,-0.10429810730096278,0.49999999999999994,0,0.7567261252533751,-0.007199992709281844,-0.014860745294403177
349,2.546327298784328,2.6649110640673523,-0.11858376528302417,0.5000000000000001,0,0.8654370073903445,-0.014285657982061384,0.10871088213696933
350,2.544501120623268,2.6649110640673523,-0.12040994344408418,0.49999999999999994,0,0.7329348121524134,-0.0018261781610600103,-0.13250219523793105
351,2.563615827377924,2.6649110640673523,-0.10129523668942841,0.5,0,0.9029642273783199,0.019114706754655764,0.17002941522590653
352,2.565776186573279,2.6649110640673523,-0.09913487749407324,0.5000000000000001,0,0.8288479279334625,0.002160359195355177,-0.07411629944485743
353,2.572351111256297,2.6649110640673523,-0.09255995281105545,0.5,0,0.7748829673842162,0.006574924683017791,-0.053964960549246266
354,2.571436244928626,2.6649110640673523,-0.09347481913872624,0.49999999999999994,0,0.7253387531771948,-0.0009148663276707936,-0.049544214207021486
355,2.576919381609818,2.6649110640673523,-0.08799168245753419,0.5,0,0.8043996148725893,0.005483136681192047,0.0790608616953945
356,2.6094278101144464,2.6649110640673523,-0.055483253952905986,0.5,0,0.8174575259424678,0.032508428504628206,0.013057911069878525
357,2.595358446599639,2.6649110640673523,-0.06955261746771324,0.5000000000000001,0,0.6848152273581062,-0.014069363514807254,-0.1326422985843616
358,2.607079703572113,2.6649110640673523,-0.05783136049523918,0.5,0,0.8409651121298722,0.011721256972474059,0.15614988477176606
359,2.603834450134351,2.6649110640673523,-0.061076613933001234,0.5000000000000001,0,0.8847755626926848,-0.0032452534377620523,0.04381045056281252
360,2.574401662784469,2.6649110640673523,-0.09050940128288332,0.49999999999999994,0,0.7581812654343527,-0.029432787349882084,-0.12659429725833204
361,2.5649860925408765,2.6649110640673523,-0.09992497152647584,0.5000000000000001,0,0.767164849941368,-0.00941557024359252,0.008983584507015308
362,2.5749739625458403,2.6649110640673523,-0.08993710152151202,0.5000000000000001,0,0.8368775141936484,0.009987870004963817,0.0697126642522804
363,2.5725700616645932,2.6649110640673523,-0.09234100240275911,0.5,0,0.8301328320942025,-0.0024039008812470897,-0.006744682099445898
364,2.559371242591128,2.6649110640673523,-0.1055398214762242,0.5,0,0.7516986064833298,-0.013198819073465096,-0.07843422561087277
365,2.5649950280119045,2.6649110640673523,-0.09991603605544785,0.49999999999999983,0,0.8268150036704205,0.0056237854207763505,0.07511639718709073
366,2.590886019127459,2.6649110640673523,-0.07402504493989337,0.49999999999999994,0,0.747113405838354,0.025890991115554485,-0.07970159783206654
367,2.602172397208946,2.6649110640673523,-0.06273866685840623,0.5000000000000001,0,0.7644944602713114,0.011286378081487136,0.017381054432957455
368,2.6052873107543393,2.6649110640673523,-0.05962375331301306,0.49999999999999994,0,0.7692834339856748,0.003114913545393172,0.004788973714363376
369,2.6106916118042616,2.6649110640673523,-0.05421945226309077,0.5000000000000001,0,0.841377788240266,0.005404301049922289,0.07209435425459121
370,2.6159697134726594,2.6649110640673523,-0.048941350594692956,0.5,0,0.8720260442246084,0.005278101668397817,0.0306482559843424
371,2.6130892443853204,2.6649110640673523,-0.05182181968203192,0.5,0,0.6705626711428687,-0.002880469087338966,-0.20146337308173967
372,2.617604422861927,2.6649110640673523,-0.04730664120542549,0.5000000000000001,0,0.683479976806635,0.00451517847660643,0.012917305663766254
373,2.6299530355930534,2.6649110640673523,-0.03495802847429896,0.5,0,0.7405520471808188,0.01234861273112653,0.057072070374183825
374,2.6318459940071586,2.6649110640673523,-0.03306507006019377,0.5,0,0.7313721419823396,0.0018929584141051947,-0.009179905198479221
375,2.6328819856200214,2.6649110640673523,-0.03202907844733094,0.49999999999999994,0,0.7448021827552179,0.00103599161286283,0.013430040772878349
376,2.6359844051258188,2.6649110640673523,-0.028926658941533567,0.4999999999999998,0,0.8023653591129739,0.0031024195057973714,0.057563176357755985
377,2.6359266393533862,2.6649110640673523,-0.028984424713966117,0.5,0,0.7449611050200731,-5.776577243254977e-05,-0.05740425409290084
378,2.6361842495159897,2.6649110640673523,-0.02872681455136261,0.5,0,0.8194263376576849,0.00025761016260350544,0.07446523263761184
379,2.6347464124829485,2.6649110640673523,-0.030164651584403845,0.49999999999999994,0,0.7969871137296585,-0.0014378370330412338,-0.02243922392802644
380,2.6333671636539666,2.6649110640673523,-0.03154390041338573,0.49999999999999983,0,0.7351943189763886,-0.0013792488289818827,-0.06179279475326982
381,2.6331532360767578,2.6649110640673523,-0.03175782799059457,0.5000000000000001,0,0.6773989201574835,-0.00021392757720883893,-0.057795398818905164
382,2.636230403377809,2.6649110640673523,-0.028680660689543558,0.5000000000000001,0,0.7602642172373416,0.0030771673010510092,0.08286529707985812
383,2.633517678894465,2.6649110640673523,-0.03139338517288737,0.49999999999999994,0,0.8701804195512518,-0.002712724483343809,0.1099162023139102
384,2.631465462804852,2.6649110640673523,-0.03344560126250018,0.4999999999999998,0,0.732911803320994,-0.0020522160896128128,-0.13726861623025777
385,2.625844920864404,2.6649110640673523,-0.03906614320294821,0.5,0,0.900832459388647,-0.005620541940448032,0.16792065606765294
386,2.6456112607470494,2.6649110640673523,-0.0192998033203029,0.49999999999999983,0,0.8738142935530756,0.019766339882645312,-0.027018165835571373
387,2.638998190793325,2.6649110640673523,-0.02591287327402725,0.5000000000000001,0,0.7443710179848776,-0.006613069953724349,-0.129443275568198
388,2.6315342896999763,2.6649110640673523,-0.03337677436737607,0.5,0,0.7846924457447527,-0.007463901093348824,0.04032142775987513
389,2.6400325375562876,2.6649110640673523,-0.024878526511064702,0.5000000000000001,0,0.8338572013016871,0.00849824785631137,0.049164755556934336
390,2.6302431889286177,2.6649110640673523,-0.034667875138734594,0.5,0,0.747843132672565,-0.009789348627669892,-0.08601406862912209
391,2.6337452764235687,2.6649110640673523,-0.031165787643783638,0.49999999999999983,0,0.8313001474120987,0.003502087494950956,0.08345701473953371
392,2.628999167900047,2.6649110640673523,-0.03591189616730528,0.49999999999999994,0,0.8381143825851605,-0.004746108523521642,0.006814235173061789
393,2.626921813153,2.6649110640673523,-0.03798925091435246,0.49999999999999983,0,0.8479842197033279,-0.0020773547470471776,0.009869837118167468
394,2.633097204655325,2.6649110640673523,-0.03181385941202741,0.5,0,0.771435537748483,0.006175391502325045,-0.07654868195484499
395,2.639800096650772,2.6649110640673523,-0.025110967416580365,0.5,0,0.6805529616731748,0.006702891995447047,-0.09088257607530814
396,2.639089639011856,2.6649110640673523,-0.025821425055496228,0.49999999999999994,0,0.9462092782524978,-0.0007104576389158623,0.265656316579323
397,2.602155484206466,2.6649110640673523,-0.06275557986088653,0.5,0,0.695727447801695,-0.03693415480539031,-0.25048183045080274
398,2.6041254247965293,2.6649110640673523,-0.06078563927082303,0.5,0,0.7634003508835474,0.0019699405900635014,0.06767290308185236
399,2.609621965366734,2.6649110640673523,-0.05528909870061849,0.49999999999999994,0,0.8330368702612375,0.0054965405702045445,0.06963651937769011
400,2.597112623603068,2.6649110640673523,-0.0677984404642844,0.5000000000000001,0,0.800814488158358,-0.012509341763665915,-0.03222238210287953
401,2.586279019798484,2.6649110640673523,-0.07863204426886838,0.49999999999999994,0,0.8160974476468144,-0.01083360380458398,0.015282959488456371
402,2.583286126360256,2.6649110640673523,-0.08162493770709656,0.5000000000000002,0,0.7802266772232493,-0.0029928934382281724,-0.03587077042356501
403,2.594856005254748,2.6649110640673523,-0.07005505881260454,0.5000000000000001,0,0.721519818157679,0.011569878894492014,-0.05870685906557038
404,2.603078307053724,2.6649110640673523,-0.06183275701362856,0.5,0,0.7658076512880121,0.008222301798975984,0.04428783313033313
405,2.5987035939811287,2.6649110640673523,-0.06620747008622363,0.5,0,0.7324541045619756,-0.004374713072595071,-0.03335354672603652
406,2.598763837515751,2.6649110640673523,-0.06614722655160143,0.5,0,0.8191981845399774,6.024353462219523e-05,0.08674407997800182
407,2.612067905482996,2.6649110640673523,-0.05284315858435651,0.5000000000000001,0,0.7298363873522328,0.013304067967244926,-0.08936179718774462
408,2.633472507466683,2.6649110640673523,-0.03143855660066919,0.5,0,0.8555620795135543,0.02140460198368732,0.12572569216132157
409,2.642211210230662,2.6649110640673523,-0.022699853836690487,0.49999999999999994,0,0.7771671986970701,0.0087387027639787,-0.07839488081648427
410,2.638114855278914,2.6649110640673523,-0.026796208788438136,0.5000000000000001,0,0.9213673368155705,-0.004096354951747649,0.1442001381185004
411,2.62318093657239,2.6649110640673523,-0.04173012749496241,0.5000000000000001,0,0.7121828402269241,-0.014933918706524274,-0.20918449658864635
412,2.6124552467908844,2.6649110640673523,-0.052455817276467975,0.5,0,0.8020824409981774,-0.010725689781505565,0.08989960077125325
413,2.598167367798588,2.6649110640673523,-0.0667436962687642,0.5000000000000001,0,0.7162082589333382,-0.014287878992296221,-0.08587418206483921
414,2.5922664382461953,2.6649110640673523,-0.07264462582115705,0.5,0,0.862049938146529,-0.005900929552392853,0.1458416792131908
415,2.56062542197066,2.6649110640673523,-0.10428564209669222,0.49999999999999994,0,0.8983643824728932,-0.03164101627553517,0.036314444326364215
416,2.5597532694127665,2.6649110640673523,-0.10515779465458586,0.5,0,0.8758989695569673,-0.0008721525578936351,-0.022465412915925853
417,2.5206884602819875,2.6649110640673523,-0.1442226037853649,0.5,0,0.8099757007038566,-0.03906480913077903,-0.06592326885311073
418,2.509420814309845,2.6649110640673523,-0.15549024975750747,0.5,0,0.80463953157035,-0.011267645972142581,-0.005336169133506652
419,2.49561509880667,2.6649110640673523,-0.16929596526068247,0.5000000000000001,0,0.8368006010308967,-0.013805715503174998,0.032161069460546754
420,2.497115812917011,2.6649110640673523,-0.16779525115034133,0.5,0,0.7029456578691157,0.0015007141103411392,-0.13385494316178104
421,2.4940176253374746,2.6649110640673523,-0.17089343872987772,0.5,0,0.8862881479059177,-0.0030981875795363933,0.18334249003680203
422,2.5025853205932695,2.6649110640673523,-0.1623257434740828,0.49999999999999994,0,0.8503523253481446,0.008567695255794927,-0.035935822557773056
423,2.5012909600676103,2.6649110640673523,-0.16362010399974203,0.5,0,0.7722424163658372,-0.0012943605256592328,-0.07810990898230741
424,2.5098277760735153,2.6649110640673523,-0.15508328799383708,0.49999999999999994,0,0.8040678090267691,0.008536816005904946,0.03182539266093187
425,2.515231519784871,2.6649110640673523,-0.1496795442824812,0.49999999999999983,0,0.9553299500822148,0.0054037437113558795,0.15126214105544566
426,2.5031917440538347,2.6649110640673523,-0.16171932001351763,0.5,0,0.766237231286079,-0.012039775731036428,-0.18909271879613576
427,2.4827017126417856,2.6649110640673523,-0.1822093514255667,0.49999999999999983,0,0.9223081919768902,-0.02049003141204908,0.15607096069081117
428,2.483027573454307,2.6649110640673523,-0.18188349061304532,0.5,0,0.7384794229888643,0.00032586081252139465,-0.18382876898802591
429,2.4814624435504244,2.6649110640673523,-0.1834486205169279,0.5000000000000001,0,0.8053415553478424,-0.0015651299038825783,0.06686213235897809
430,2.4811595765835337,2.6649110640673523,-0.18375148748381864,0.49999999999999994,0,0.8130936661212693,-0.0003028669668907469,0.007752110773426968
431,2.483071405252388,2.6649110640673523,-0.18183965881496444,0.5000000000000001,0,0.8409109680006409,0.0019118286688541986,0.027817301879371592
432,2.477397272821852,2.6649110640673523,-0.18751379124550027,0.5,0,0.8172966583851022,-0.005674132430535828,-0.023614309615538676
433,2.4818973232030235,2.6649110640673523,-0.18301374086432887,0.49999999999999994,0,0.750042924602195,0.004500050381171405,-0.06725373378290722
434,2.4812255535714605,2.6649110640673523,-0.18368551049589188,0.49999999999999994,0,0.7737598901683711,-0.0006717696315630128,0.023716965566176085
435,2.4983860188468734,2.6649110640673523,-0.16652504522047895,0.49999999999999994,0,0.816891315173986,0.01716046527541293,0.043131425005614954
436,2.5179834224972346,2.6649110640673523,-0.14692764157011773,0.49999999999999994,0,0.8008365460399308,0.019597403650361223,-0.016054769134055236
437,2.5129785098332986,2.6649110640673523,-0.15193255423405372,0.5,0,0.7154792896171956,-0.00500491266393599,-0.08535725642273517
438,2.508029195798504,2.6649110640673523,-0.1568818682688482,0.5,0,0.8349078055963846,-0.004949314034794483,0.11942851597918891
439,2.4841102542087485,2.6649110640673523,-0.1808008098586038,0.5000000000000001,0,0.8357289021761655,-0.023918941589755605,0.0008210965797809111
440,2.4868498925830904,2.6649110640673523,-0.17806117148426193,0.5,0,0.7864977860395014,0.0027396383743418795,-0.04923111613666409
441,2.4982657367403576,2.6649110640673523,-0.16664532732699477,0.49999999999999994,0,0.6888417019776238,0.011415844157267152,-0.09765608406187753
442,2.5172622294891447,2.6649110640673523,-0.14764883457820765,0.5,0,0.6064182382583969,0.01899649274878712,-0.08242346371922693
443,2.5262729362527123,2.6649110640673523,-0.13863812781464002,0.49999999999999994,0,0.7458947887570996,0.009010706763567633,0.13947655049870267
444,2.520799049440349,2.6649110640673523,-0.1441120146270034,0.49999999999999994,0,0.7826862452607998,-0.005473886812363382,0.03679145650370019
445,2.514880670023742,2.6649110640673523,-0.1500303940436103,0.5,0,0.8116441524746039,-0.005918379416606889,0.02895790721380409
446,2.5202376917441907,2.6649110640673523,-0.1446733723231617,0.5000000000000001,0,0.7389113215127848,0.005357021720448607,-0.07273283096181904
447,2.519292576336679,2.6649110640673523,-0.14561848773067343,0.5,0,0.6860328420055916,-0.0009451154075117429,-0.052878479507193266
448,2.5225076677591254,2.6649110640673523,-0.14240339630822696,0.5000000000000001,0,0.7537579751976828,0.00321509142244647,0.06772513319209128
449,2.5073355952433234,2.6649110640673523,-0.15757546882402895,0.5000000000000001,0,0.7391894906093452,-0.015172072515801993,-0.014568484588337594
450,2.5158410552569093,2.6649110640673523,-0.14907000881044308,0.49999999999999983,0,0.8086600980994234,0.008505460013585875,0.06947060749007816
451,2.52302913017024,2.6649110640673523,-0.14188193389711223,0.5,0,0.7863791771056967,0.007188074913330844,-0.022280920993726694
452,2.525959627410158,2.6649110640673523,-0.13895143665719445,0.49999999999999983,0,0.6477554265636835,0.002930497239917784,-0.13862375054201326
453,2.5155766623956186,2.6649110640673523,-0.14933440167173373,0.5000000000000001,0,0.8326193019571463,-0.01038296501453928,0.18486387539346283
454,2.508101765387236,2.6649110640673523,-0.15680929868011617,0.49999999999999994,0,0.788515698249477,-0.007474897008382442,-0.0441036037076693
455,2.5156929363161877,2.6649110640673523,-0.1492181277511646,0.5,0,0.832577854184935,0.007591170928951563,0.044062155935458036
456,2.4796681777184415,2.6649110640673523,-0.18524288634891084,0.5,0,0.7759122435655602,-0.03602475859774623,-0.05666561061937481
